x,x,x,x,x
x,0,199.956428946462,63.1114660948515,35.5260288808495
x,1,160.657826904207,99.2675153305754,70.9083673078567
x,0,166.991107573267,83.8572605932131,48.5229049390182
x,1,183.345557085704,74.7562531614676,26.4562193816528
x,0,156.726249493659,42.3389618238434,64.0003382274881
x,1,196.709422359709,98.0055467458442,59.4165826356038
x,0,183.440466423053,76.9378148159012,21.6034587612376
x,1,150.747211964335,51.023140004836,27.9699768731371
x,0,164.545528893359,78.9502336876467,52.5305643770844
x,0,191.846036794595,94.1893148748204,77.5429070414975
x,0,155.613170715515,66.1765393521637,45.8886733511463
x,0,159.720800770447,70.2800897043198,25.2290222560987
x,0,179.119443672244,87.9130559740588,62.666739365086
x,1,182.621480512898,91.1093048285693,40.0027654925361
x,1,155.344745563343,60.5533277289942,72.3419225867838
x,0,177.822534635197,44.3442736659199,49.1327556874603
x,0,175.962117372546,60.6687525426969,53.2889083912596
x,1,182.392592693213,65.1227880828083,65.7162742922083
x,1,150.357041950338,76.8694152729586,50.7902535563335
x,1,157.201186125167,64.2390010366216,44.7141865640879
x,0,175.382094725501,71.4798275753856,51.4445239910856
x,1,154.940604593139,67.1451128693298,58.9287216728553
x,1,157.11804627208,65.7339619705454,48.6072930740193
x,0,194.985612062737,77.17269458808,40.8215078525245
x,1,166.97426547762,61.1301311198622,49.3900237185881
x,1,166.621223115362,75.6351891811937,49.5435184799135
x,0,152.628671284765,51.5875122370198,51.612028516829
x,1,155.454106791876,64.0438356855884,44.7648038156331
x,1,165.841218119022,85.5341218039393,74.7531156567857
x,1,180.914301273879,47.198395235464,57.0277801575139
x,0,161.958911374677,81.689226590097,27.741625723429
x,1,166.232862218749,64.1601570975035,33.7443765019998
x,1,189.991291239858,87.5755785917863,74.3524921312928
x,1,197.117552324198,79.48780993931,29.3233554903418
x,1,181.441778875887,80.5489097209647,79.3690716568381
x,0,170.841983321588,85.5002785148099,77.1014406811446
x,1,170.403191493824,71.5116791846231,42.4464342743158
x,1,185.609814466443,81.9229304930195,58.1615501316264
x,1,170.128844317514,56.6602450655773,41.5635920641944
x,0,197.44156684028,67.3264186177403,43.5621757386252
x,1,189.158361952286,82.0616469811648,60.5216787476093
x,1,156.263083603699,51.4713786775246,45.7393973134458
x,1,151.071205339395,56.1679379362613,45.925301304087
x,0,171.231045923196,90.1836974080652,77.2042227489874
x,0,167.405027989298,55.9817280899733,75.0463977083564
x,0,182.007478864398,51.1651817476377,49.3959402386099
x,1,177.2713785409,40.3586228424683,52.2860973561183
x,0,157.9805440153,86.0816107178107,56.6147786565125
x,0,158.302258932963,67.6152146328241,66.9254561373964
x,0,167.597206681967,65.9457259206101,51.2427612720057
x,1,168.208633316681,46.3128480454907,27.7558180876076
x,1,168.683171749581,99.556887280196,77.9934870172292
x,1,162.994563311804,57.6274967426434,46.8549990653992
x,1,179.659390321467,46.8281895527616,65.6382511788979
x,1,192.342644685414,73.8883709022775,34.8847951414064
x,0,186.778889398556,75.7693943195045,46.9962273724377
x,0,180.449829949066,94.3758479552343,48.652476365678
x,0,151.29063843051,78.0545101827011,23.0395572632551
x,1,169.316006323788,58.3320251526311,54.8735860316083
x,1,162.524707056582,64.1718350583687,45.5681007308885
x,0,178.0819226522,89.4113981816918,60.8626632299274
x,0,156.113547808491,62.1307136723772,44.447359405458
x,1,177.931056462694,51.238336567767,50.6746409321204
x,1,165.588316845242,54.1389514645562,23.0306434305385
x,0,193.813570193015,45.8912574267015,62.0453248592094
x,0,160.2729266393,95.6860311469063,22.8242671163753
x,0,181.516623171046,98.5488977096975,67.1877265302464
x,1,177.937217324506,45.9986862679943,67.9679592559114
x,1,164.126698032487,86.176668247208,26.9805578142405
x,0,164.218029379845,85.1325230719522,45.0706839654595
x,0,196.462975023314,96.677569639869,27.758219349198
x,1,194.233824661933,82.123131104745,30.0898217782378
x,0,195.053982082754,50.5116336513311,63.6184691824019
x,0,158.384681737516,83.783705662936,49.2906845454127
x,1,194.778776459862,76.6465842351317,63.4047756204382
x,1,184.934134513605,66.0048873769119,75.5687653459609
x,1,159.347093943506,71.3072818657383,23.0912975501269
x,0,175.789925944991,60.9252257458866,34.0545327076688
x,1,171.723841375206,52.2576865367591,33.3241999940947
x,1,163.63821036648,55.6599124753848,37.6882396265864
x,0,175.009578082245,74.648903766647,41.8792539928108
x,0,173.94536419306,77.0389048149809,23.4738100040704
x,1,171.795901993755,94.9337471649051,44.92602864746
x,1,172.026861226186,94.8430291144177,28.5358347278088
x,1,166.324638132937,61.328026750125,41.1323130130768
x,0,161.20977087412,80.7390221673995,23.3211494097486
x,0,167.42514478974,81.9503786833957,33.7299515400082
x,1,195.209781604353,69.79499891866,41.2008682638407
x,0,186.75318188034,99.4764888612553,66.8245837045833
x,0,151.291233417578,43.3049639686942,70.7286699907854
x,0,173.34782385733,72.0264682127163,54.3780811084434
x,1,188.654596672859,95.1789731252939,77.6176471728832
x,1,175.987124850508,41.2814640393481,62.5030241860077
x,1,152.304362785071,75.8607354667038,22.4210158642381
x,1,152.183791669086,79.2220024112612,39.2140776896849
x,1,182.857770170085,58.3948769513518,36.4431768096983
x,1,172.976547305007,70.9243163838983,75.1022494444624
x,0,156.103071093094,49.4508038507774,52.0729909883812
x,0,182.146538700908,49.1221536463127,29.853033781983
x,0,198.599934007507,98.3133338065818,53.3505172515288
x,1,157.729641790502,83.2019809354097,79.2160694301128
x,1,152.612237376161,90.729217370972,26.2653655279428
x,1,156.009084603284,64.9696070281789,30.5836566211656
x,0,193.986186303664,69.8516955645755,28.2159686600789
x,0,163.902412238531,88.6187937669456,55.2355331229046
x,0,162.540505244397,85.4384121764451,37.9394819354638
x,0,191.472459025681,83.2098312862217,32.7070850832388
x,0,198.038100649137,72.9048752924427,49.1254705283791
x,0,162.111353233922,95.6839274289086,53.3992050029337
x,1,160.845176875591,66.4599647605792,24.9361888179556
x,0,165.778714988846,42.5053951423615,62.5005284463987
x,0,194.206101552118,88.9543649926782,39.0650412905961
x,1,176.104013994336,76.319943270646,49.6247057337314
x,1,172.794548422098,74.0392424631864,63.3528689946979
x,0,163.026015460491,91.8399434257299,30.193940885365
x,1,190.344681253191,45.2217230154201,64.5368817029521
x,1,153.642644116189,94.6575797861442,58.6118014948443
x,0,196.815823449288,70.1124486094341,49.5678118756041
x,0,151.067835919093,71.7194002913311,57.2067585866898
x,1,178.759474516846,59.5699628069997,64.8350765556097
x,1,165.767094038893,78.1668550241739,66.7808275297284
x,1,190.326143847778,60.7444583950564,45.4578181309626
x,0,196.917319204658,82.9115904727951,41.149246301502
x,0,182.760065142065,89.0197810390964,41.0844736499712
x,1,168.920803931542,81.8377741565928,28.3282500924543
x,0,178.968162927777,86.3244739035144,74.4307890394703
x,0,194.022140046582,77.8598093288019,30.4911817517132
x,0,150.513248238713,53.3953967317939,77.9088087985292
x,1,171.458685956895,58.8746546441689,76.2014213949442
x,0,165.259599022102,61.8530176021159,54.0213842876256
x,1,181.882608775049,41.296268645674,41.4328171079978
x,0,160.191221057903,84.4501866027713,45.4764120560139
x,1,185.74324628571,76.7135598743334,73.3635205263272
x,0,172.744335280731,52.1376737765968,41.9494829978794
x,1,192.943006777205,46.1820353288203,39.9559719534591
x,1,172.513257234823,51.874259756878,73.8467123080045
x,0,168.197483103722,62.4810378020629,72.4508774233982
x,0,195.886493101716,55.8475616481155,59.9797748494893
x,0,197.330411709845,44.9308705702424,35.6972176581621
x,1,151.082735927776,47.4699852988124,49.0253268601373
x,0,163.982597691938,50.2528263954446,73.6524556390941
x,1,185.617938474752,51.4826444443315,38.6441127164289
x,1,177.611347357742,42.0117040211335,77.0754818851128
x,0,185.157123149838,55.4652485437691,23.692211988382
x,0,180.492954642978,44.1382494056597,57.1381236379966
x,1,151.735882333014,53.1342622824013,36.3634391082451
x,0,177.158721187152,67.817234355025,46.3448437210172
x,0,172.675041726325,46.0688856709749,22.4277998274192
x,1,153.10882802587,51.287241410464,60.267915581353
x,0,161.80850288365,99.5280090952292,26.9767078803852
x,0,168.740182730835,83.0291752610356,44.9680751236156
x,0,172.782168060075,90.5288096284494,27.3786317184567
x,0,183.961342123803,94.9258880130947,60.5245605157688
x,0,187.184153345879,73.7358342623338,68.5500942356884
x,0,167.205428669695,84.1189559036866,52.1274018473923
x,1,190.516563830897,85.2533692726865,52.9050337104127
x,1,186.037388886325,48.5471558151767,69.6593295549974
x,1,153.318131354172,46.2547895079479,34.25177837722
x,0,173.500217078254,72.5478355260566,61.5398972155526
x,1,154.712208069395,88.90119261574,39.7035940364003
x,0,192.231686529703,63.4269022848457,30.5290571833029
x,1,168.855952634476,70.9346127975732,26.0892102913931
x,0,178.772930696141,65.2365123759955,35.4731661453843
x,0,164.781340688933,90.4292109655216,68.4287329390645
x,1,182.087281427812,83.7826127605513,52.9665578575805
x,1,150.371626042761,60.0768729997799,28.3132130978629
x,1,190.683608758263,63.0871342401952,74.6411577519029
x,0,188.561141618993,58.3599504968151,30.1474115718156
x,0,181.511806801427,54.360989308916,39.806370656006
x,1,164.370744745247,60.7192975422367,27.9851088486612
x,1,191.861112194601,65.9189367294312,68.8717836746946
x,1,197.123263811227,51.8937562033534,34.7461283998564
x,1,165.634858992416,58.7590499129146,65.3073985455558
x,1,173.233688401524,66.9548539351672,65.5138463154435
x,0,174.34255752014,95.9373016469181,55.6285515381023
x,1,162.752091605216,52.4729796452448,22.7196836797521
x,0,180.658869305626,61.5930057270452,79.7185273794457
x,0,184.281551104505,54.2725536925718,25.8547344990075
x,0,159.627068112604,68.9951316686347,77.3597984295338
x,0,178.710288135335,42.2456541424617,69.790983996354
x,0,197.276087617502,72.0169112225994,27.5988566270098
x,0,157.673378230538,53.3657824201509,70.0517088361084
x,0,169.20710564591,47.0187772251666,75.7252787379548
x,1,163.721935148351,82.163721518591,32.9037844762206
x,1,172.176053014118,91.1295511899516,30.0914583588019
x,0,175.048985995818,88.7774841208011,63.1383687723428
x,1,191.595830710139,47.9562621796504,58.5608751187101
x,0,179.689105669968,84.1687966696918,54.9258963996544
x,1,191.682710731402,63.3164330339059,35.9112343285233
x,0,197.789492132142,87.0582273835316,42.8196424525231
x,1,160.49618992256,77.9739225283265,31.7926852870733
x,1,157.398723287042,85.1823853515089,40.2476666402072
x,1,172.100880369544,96.1379718966782,64.95100278873
x,1,185.214321792591,93.8463396625593,21.713549932465
x,1,167.944191175047,60.4178626369685,20.5004684906453
x,1,177.431568084285,43.5695035941899,21.6150431521237
x,0,170.808007277083,60.9501595469192,66.9670405192301
x,0,155.019100406207,68.9639290701598,71.3240350643173
x,0,162.000970740337,85.218219649978,46.7822272283956
x,1,194.069887173828,64.7700756695122,49.1501770401374
x,1,178.909114957787,75.0295316474512,26.3150989776477
x,1,163.648486882448,59.5471494458616,71.9819970987737
x,0,150.977975758724,81.1374082695693,36.9823987642303
x,0,197.645188705064,84.4257613597438,56.3396859355271
x,1,178.234317328315,87.241221931763,42.8367620427161
x,0,185.644334135577,99.1980583127588,29.9505242006853
x,0,176.269432064146,47.7528228564188,43.6469080904499
x,1,156.29273140803,99.8948674369603,39.9166706064716
x,0,189.493548683822,69.2986809648573,60.1599567383528
x,1,166.802579653449,68.8462631031871,35.5912006366998
x,1,175.903591676615,70.2198982099071,24.0986424824223
x,0,176.553493039683,53.5584880178794,27.3254622332752
x,1,165.0081639993,45.5766695411876,35.6175727723166
x,1,154.576910170726,67.0368732046336,57.0045916363597
x,0,155.908482836094,64.8631674190983,57.291565076448
x,0,193.887002510019,89.257396357134,35.8975103450939
